8011	1	37.93	-103.08	1541.05	50	0.01	71	0.45	0.12
8013	1	40.09	-105.4	751.72	50	1.08	3751	0.57	0.12
8025	1	38.32	-103.79	800.31	50	0.01	2	0.45	0.12
8069	1	40.66	-105.48	2633.5	50	1.09	13370	0.58	0.12
8075	1	40.73	-103.09	1844.86	50	1.37	71394	0.59	0.12
8095	1	40.59	-102.35	687.72	50	1.53	137095	0.59	0.12
8101	1	38.17	-104.49	2397.74	50	0.02	109	0.45	0.12
8123	1	40.56	-104.38	4021.66	50	1.95	223195	0.59	0.12
8125	1	40	-102.42	2368.94	50	1.47	236396	0.55	0.12
20013	1	39.83	-95.57	571.98	40	1.99	172600	0.54	0.12
20013	1	39.83	-95.57	571.98	50	1.99	172686	0.54	0.12
20043	1	39.79	-95.15	397.09	40	1.97	131273	0.53	0.12
20043	1	39.79	-95.15	397.09	50	1.97	131337	0.53	0.12
20047	1	37.88	-99.3	622.06	40	1.22	3829	0.55	0.12
20047	1	37.88	-99.3	622.06	50	1.22	3902	0.55	0.12
20063	1	38.92	-100.49	1071.53	50	0.79	56154	0.53	0.12
20069	1	37.74	-100.45	869.37	50	0.11	3856	0.52	0.12
20081	1	37.56	-100.88	577.72	40	0.19	14728	0.52	0.12
20081	1	37.56	-100.88	577.72	50	0.19	15099	0.52	0.12
20085	1	39.41	-95.79	657.86	40	1.13	23063	0.50	0.12
20085	1	39.41	-95.79	657.86	50	1.13	23063	0.50	0.12
20097	1	37.56	-99.29	722.65	40	1.26	6133	0.56	0.12
20097	1	37.56	-99.29	722.65	50	0.37	9120	0.55	0.12
20117	1	39.78	-96.52	904.26	40	1.31	25140	0.55	0.12
20117	1	39.78	-96.52	904.26	50	1.31	25570	0.55	0.12
20119	1	37.24	-100.36	979.74	40	0.32	24204	0.53	0.12
20119	1	37.24	-100.36	979.74	50	0.32	24598	0.53	0.12
20131	1	39.79	-96.01	719.29	40	1.57	21694	0.52	0.12
20131	1	39.79	-96.01	719.29	50	1.57	23070	0.52	0.12
20157	1	39.83	-97.65	720.26	40	1.62	8613	0.57	0.12
20157	1	39.83	-97.65	720.26	50	0.44	25177	0.56	0.12
20175	1	37.18	-100.85	640.5	40	0.39	22486	0.53	0.12
20175	1	37.18	-100.85	640.5	50	0.39	22697	0.53	0.12
20177	1	39.04	-95.76	556.29	50	0.74	1947	0.49	0.12
20179	1	39.35	-100.44	896.65	50	1.00	113322	0.53	0.12
20185	1	38.04	-98.72	794.64	50	0.95	16288	0.54	0.12
20187	1	37.57	-101.79	680.06	40	0.16	2611	0.52	0.12
20187	1	37.57	-101.79	680.06	50	0.16	2595	0.52	0.12
20189	1	37.2	-101.32	727.55	40	0.13	9169	0.51	0.12
20189	1	37.2	-101.32	727.55	50	0.14	9578	0.51	0.12
31001	1	40.52	-98.5	564.19	40	2.19	347948	0.55	0.12
31001	1	40.52	-98.5	564.19	50	2.20	370620	0.55	0.12
31003	1	42.18	-98.06	858.44	40	2.57	423872	0.59	0.12
31003	1	42.18	-98.06	858.44	50	2.57	425582	0.59	0.12
31011	1	41.71	-98.07	687.2	40	2.01	225508	0.59	0.12
31011	1	41.71	-98.07	687.2	50	2.01	225602	0.59	0.12
31013	1	42.22	-103.09	1077.9	50	0.89	19235	0.59	0.12
31015	1	42.89	-98.77	544.59	40	1.80	26982	0.59	0.12
31015	1	42.89	-98.77	544.59	50	1.80	26785	0.59	0.12
31017	1	42.35	-99.92	1225.12	40	2.70	85027	0.59	0.12
31017	1	42.35	-99.92	1225.12	50	2.70	85458	0.59	0.12
31019	1	40.86	-99.07	975.31	40	3.95	565102	0.56	0.12
31019	1	40.86	-99.07	975.31	50	3.95	557248	0.56	0.12
31021	1	41.85	-96.34	497.05	40	2.80	326202	0.59	0.12
31021	1	41.85	-96.34	497.05	50	2.75	347523	0.59	0.12
31023	1	41.23	-97.13	584.51	40	1.70	232329	0.58	0.12
31023	1	41.23	-97.13	584.51	50	1.67	238739	0.58	0.12
31025	1	40.91	-96.14	566.27	40	2.01	179156	0.58	0.12
31025	1	40.91	-96.14	566.27	50	1.82	225523	0.58	0.12
31027	1	42.6	-97.26	745.82	40	2.39	309219	0.59	0.12
31027	1	42.6	-97.26	745.82	50	2.39	310403	0.59	0.12
31029	1	40.53	-101.69	897.61	40	1.98	286554	0.55	0.12
31029	1	40.53	-101.69	897.61	50	1.98	287098	0.55	0.12
31035	1	40.52	-98.05	573.49	40	1.18	182336	0.57	0.12
31035	1	40.52	-98.05	573.49	50	1.19	181483	0.57	0.12
31037	1	41.57	-97.09	418.56	40	2.24	176923	0.59	0.12
31037	1	41.57	-97.09	418.56	50	2.25	177886	0.59	0.12
31039	1	41.92	-96.79	574.57	40	2.58	269743	0.59	0.12
31039	1	41.92	-96.79	574.57	50	2.59	269956	0.59	0.12
31041	1	41.39	-99.73	2575.95	40	3.40	509043	0.56	0.12
31041	1	41.39	-99.73	2575.95	50	3.40	501271	0.56	0.12
31043	1	42.39	-96.56	267.3	40	2.18	133939	0.59	0.12
31043	1	42.39	-96.56	267.3	50	2.16	136067	0.59	0.12
31047	1	40.87	-99.82	1019.29	40	3.77	664318	0.55	0.12
31047	1	40.87	-99.82	1019.29	50	3.76	660353	0.55	0.12
31051	1	42.49	-96.86	482.72	40	2.05	214169	0.59	0.12
31051	1	42.49	-96.86	482.72	50	2.05	216043	0.59	0.12
31053	1	41.58	-96.65	543.93	40	2.53	231994	0.59	0.12
31053	1	41.58	-96.65	543.93	50	2.10	282307	0.59	0.12
31055	1	41.3	-96.15	339.64	40	1.90	48806	0.58	0.12
31055	1	41.3	-96.15	339.64	50	1.91	49229	0.58	0.12
31057	1	40.18	-101.68	920.97	40	1.95	48602	0.54	0.12
31057	1	40.18	-101.68	920.97	50	1.70	150897	0.55	0.12
31059	1	40.53	-97.6	576.61	40	1.34	222947	0.57	0.12
31059	1	40.53	-97.6	576.61	50	1.36	224631	0.57	0.12
31061	1	40.18	-98.96	576.08	40	1.70	129379	0.55	0.12
31061	1	40.18	-98.96	576.08	50	1.72	134940	0.55	0.12
31063	1	40.53	-100.41	980.19	40	2.40	213996	0.54	0.12
31063	1	40.53	-100.41	980.19	50	2.38	212585	0.54	0.12
31065	1	40.19	-99.91	720.58	40	1.51	106834	0.53	0.12
31065	1	40.19	-99.91	720.58	50	1.38	148633	0.54	0.12
31067	1	40.26	-96.68	860.02	40	1.91	154611	0.58	0.12
31067	1	40.26	-96.68	860.02	50	1.32	165502	0.58	0.12
31073	1	40.51	-99.82	462.71	40	3.05	195882	0.54	0.12
31073	1	40.51	-99.82	462.71	50	3.05	194932	0.54	0.12
31077	1	41.57	-98.53	570.64	40	2.47	169996	0.59	0.12
31077	1	41.57	-98.53	570.64	50	2.46	169901	0.59	0.12
31079	1	40.87	-98.5	552.26	40	4.27	634730	0.56	0.12
31079	1	40.87	-98.5	552.26	50	3.90	676386	0.56	0.12
31081	1	40.88	-98.02	546.8	40	2.64	475088	0.59	0.12
31081	1	40.88	-98.02	546.8	50	2.64	475316	0.59	0.12
31083	1	40.18	-99.4	574.16	40	2.42	185744	0.54	0.12
31083	1	40.18	-99.4	574.16	50	2.42	186127	0.54	0.12
31085	1	40.54	-101.06	713.39	40	1.79	34956	0.54	0.12
31085	1	40.54	-101.06	713.39	50	1.41	100720	0.55	0.12
31089	1	42.46	-98.78	2417.63	40	2.30	296936	0.59	0.12
31089	1	42.46	-98.78	2417.63	50	2.30	298109	0.59	0.12
31093	1	41.22	-98.51	575.71	40	2.49	231989	0.59	0.12
31093	1	41.22	-98.51	575.71	50	2.49	231274	0.59	0.12
31095	1	40.18	-97.14	575.56	40	1.73	172714	0.58	0.12
31095	1	40.18	-97.14	575.56	50	1.76	186511	0.58	0.12
31097	1	40.4	-96.27	376.8	40	1.85	6532	0.58	0.12
31097	1	40.4	-96.27	376.8	50	1.85	6343	0.58	0.12
31099	1	40.51	-98.95	516.08	40	2.52	307634	0.55	0.12
31099	1	40.51	-98.95	516.08	50	2.53	321899	0.55	0.12
31101	1	41.19	-101.64	1109.81	40	2.21	188887	0.54	0.12
31101	1	41.19	-101.64	1109.81	50	2.21	189413	0.54	0.12
31107	1	42.63	-97.89	1139.69	40	2.31	216790	0.59	0.12
31107	1	42.63	-97.89	1139.69	50	1.90	252622	0.59	0.12
31109	1	40.78	-96.69	846.68	40	1.48	137901	0.58	0.12
31109	1	40.78	-96.69	846.68	50	1.50	139511	0.58	0.12
31119	1	41.91	-97.61	575.07	40	2.23	266697	0.59	0.12
31119	1	41.91	-97.61	575.07	50	2.24	268633	0.59	0.12
31121	1	41.17	-98.03	494.7	40	2.60	253478	0.59	0.12
31121	1	41.17	-98.03	494.7	50	2.60	252462	0.59	0.12
31123	1	41.73	-102.99	1429.62	40	1.99	104179	0.59	0.12
31123	1	41.73	-102.99	1429.62	50	1.99	103430	0.59	0.12
31125	1	41.4	-97.99	448.09	40	2.25	167789	0.59	0.12
31125	1	41.4	-97.99	448.09	50	2.25	170690	0.59	0.12
31127	1	40.39	-95.85	411.89	40	2.05	92401	0.57	0.12
31127	1	40.39	-95.85	411.89	50	1.34	92405	0.57	0.12
31129	1	40.18	-98.05	575.91	40	1.53	126439	0.51	0.12
31129	1	40.18	-98.05	575.91	50	1.54	128044	0.51	0.12
31131	1	40.64	-96.13	619.04	40	1.78	77517	0.58	0.12
31131	1	40.64	-96.13	619.04	50	1.78	101874	0.58	0.12
31133	1	40.14	-96.25	433.01	40	1.62	8928	0.57	0.12
31133	1	40.14	-96.25	433.01	50	1.62	8928	0.57	0.12
31135	1	40.86	-101.64	884.31	40	1.52	134160	0.53	0.12
31135	1	40.86	-101.64	884.31	50	1.33	253444	0.55	0.12
31137	1	40.52	-99.41	540.62	40	2.44	378996	0.56	0.12
31137	1	40.52	-99.41	540.62	50	2.44	378938	0.56	0.12
31139	1	42.27	-97.61	575.27	40	2.52	232985	0.59	0.12
31139	1	42.27	-97.61	575.27	50	2.52	233977	0.59	0.12
31141	1	41.58	-97.51	688.97	40	2.08	377480	0.59	0.12
31141	1	41.58	-97.51	688.97	50	2.09	378261	0.59	0.12
31143	1	41.19	-97.57	440.75	40	2.16	238837	0.59	0.12
