8011	1	37.93	-103.08	1541.05	50	0.013424613	88	0.58	0.12
8013	1	40.09	-105.4	751.72	50	1.302268966	4515	0.58	0.12
8025	1	38.32	-103.79	800.31	50	0.010035374	2	0.58	0.12
8069	1	40.66	-105.48	2633.5	50	1.281632062	15739	0.59	0.12
8075	1	40.73	-103.09	1844.86	50	1.149213344	59736	0.59	0.12
8095	1	40.59	-102.35	687.72	50	1.421832813	127450	0.59	0.12
8101	1	38.17	-104.49	2397.74	50	0.017476096	93	0.58	0.12
8123	1	40.56	-104.38	4021.66	50	1.29640182	148204	0.58	0.12
8125	1	40	-102.42	2368.94	50	1.531208337	245421	0.55	0.12
20013	1	39.83	-95.57	571.98	40	2.192893083	190129	0.59	0.12
20013	1	39.83	-95.57	571.98	50	2.192893083	190223	0.59	0.12
20043	1	39.79	-95.15	397.09	40	2.202680011	146837	0.59	0.12
20043	1	39.79	-95.15	397.09	50	2.202680011	146909	0.59	0.12
20047	1	37.88	-99.3	622.06	40	1.131676953	3556	0.59	0.12
20047	1	37.88	-99.3	622.06	50	1.131676953	3624	0.59	0.12
20063	1	38.92	-100.49	1071.53	50	0.657103218	46951	0.54	0.12
20069	1	37.74	-100.45	869.37	50	0.006235223	212	0.58	0.12
20081	1	37.56	-100.88	577.72	40	0.057719924	4504	0.58	0.12
20081	1	37.56	-100.88	577.72	50	0.063089015	4902	0.58	0.12
20085	1	39.41	-95.79	657.86	40	1.319079695	27027	0.59	0.12
20085	1	39.41	-95.79	657.86	50	1.319079695	27027	0.59	0.12
20097	1	37.56	-99.29	722.65	40	1.017013774	4943	0.59	0.12
20097	1	37.56	-99.29	722.65	50	0.151712529	3725	0.59	0.12
20117	1	39.78	-96.52	904.26	40	1.37382838	26455	0.59	0.12
20117	1	39.78	-96.52	904.26	50	1.37382838	26909	0.59	0.12
20119	1	37.24	-100.36	979.74	40	0.081643616	6272	0.59	0.12
20119	1	37.24	-100.36	979.74	50	0.087221259	6696	0.59	0.12
20131	1	39.79	-96.01	719.29	40	1.745817222	24141	0.59	0.12
20131	1	39.79	-96.01	719.29	50	1.745817222	25672	0.59	0.12
20157	1	39.83	-97.65	720.26	40	1.678301239	8941	0.59	0.12
20157	1	39.83	-97.65	720.26	50	1.043026272	60167	0.59	0.12
20175	1	37.18	-100.85	640.5	40	0.257343162	14919	0.58	0.12
20175	1	37.18	-100.85	640.5	50	0.261917018	15138	0.58	0.12
