725000	2.3
700000	2.4
675000	2.4
650000	2.4
625000	2.4
600000	2.4
575000	2.3
550000	2.4
525000	2.4
500000	2.4
475000	2.4
450000	2.5
425000	2.5
400000	2.5
375000	2.6
350000	2.6
325000	2.6
300000	2.7
275000	2.8
250000	2.8
225000	2.9
200000	3.1
175000	3.3
150000	3.4
125000	3.8
100000	4.3
75000	4.8
50000	6.4
25000	11.1
