31035	1	24.31	0	2.39	150.39	54.73
31035	1	34.31	0	2.39	150.39	54.73
31035	1	44.31	0	2.39	150.39	54.73
31163	1	24.31	0	2.25	150.74	54.73
31163	1	34.31	0	2.25	150.74	54.73
31163	1	44.31	0	2.25	150.74	54.73
31169	1	24.31	0	2.42	161.16	54.73
31169	1	34.31	0	2.42	161.16	54.73
31093	1	24.31	0	2.30	164.67	54.73
31093	1	34.31	0	2.30	164.67	54.73
31093	1	44.31	0	2.30	164.67	54.73
31081	1	24.31	0	2.72	166.04	54.73
31081	1	34.31	0	2.72	166.04	54.73
31081	1	44.31	0	2.71	166.04	54.73
31059	1	24.31	0	2.55	171.22	54.73
31059	1	34.31	0	2.55	171.22	54.73
31059	1	44.31	0	2.55	171.22	54.73
31175	1	24.31	0	2.34	171.36	54.73
31175	1	34.31	0	2.34	171.36	54.73
31175	1	44.31	0	2.34	171.36	54.73
31121	1	24.31	0	2.40	179.22	54.73
31121	1	34.31	0	2.40	179.22	54.73
31121	1	44.31	0	2.40	179.22	54.73
31077	1	24.31	0	2.24	183.64	54.73
31077	1	34.31	0	2.24	183.64	54.73
31077	1	44.31	0	2.24	183.64	54.73
31185	1	24.31	0	2.70	183.84	54.73
31185	1	34.31	0	2.70	183.84	54.73
31185	1	44.31	0	2.61	183.84	54.73
31095	1	24.31	0	1.90	183.86	54.73
31095	1	34.31	0	1.92	183.86	54.73
31095	1	44.31	0	1.92	183.86	54.73
31125	1	24.31	0	2.20	192.25	54.73
31125	1	34.31	0	2.20	192.25	54.73
31125	1	44.31	0	2.15	192.25	54.73
31151	1	24.31	0	1.99	193.03	54.73
31151	1	34.31	0	1.99	193.03	54.73
31151	1	44.31	0	1.99	193.03	54.73
31143	1	24.31	0	2.40	198.16	54.73
31143	1	34.31	0	2.40	198.16	54.73
31143	1	44.31	0	2.40	198.16	54.73
31159	1	24.31	0	2.25	204.10	54.73
31159	1	34.31	0	2.19	204.10	54.73
31159	1	44.31	0	2.19	204.10	54.73
31183	1	24.31	0	2.30	205.69	54.73
31017	1	24.31	0	2.48	209.03	54.73
31017	1	34.31	0	2.48	209.03	54.73
31017	1	44.31	0	2.48	209.03	54.73
31123	1	24.31	0	1.91	212.93	54.73
31123	1	34.31	0	1.91	212.93	54.73
31123	1	44.31	0	1.91	212.93	54.73
31149	1	24.31	0	2.40	217.95	54.73
31149	1	34.31	0	2.40	217.95	54.73
31149	1	44.31	0	2.40	217.95	54.73
31023	1	24.31	0	2.35	218.07	54.73
31023	1	34.31	0	1.97	218.07	54.73
31023	1	44.31	0	1.98	218.07	54.73
31141	1	24.31	0	2.48	218.50	54.73
31141	1	34.31	0	2.08	218.50	54.73
31141	1	44.31	0	2.03	218.50	54.73
8123	1	34.31	0	1.97	224.94	54.73
8123	1	44.31	0	1.97	224.94	54.73
8101	1	34.31	0	2.64	229.55	54.73
8101	1	44.31	0	2.64	229.55	54.73
31119	1	24.31	0	2.08	232.04	54.73
31119	1	34.31	0	2.08	232.04	54.73
31119	1	44.31	0	2.08	232.04	54.73
31089	1	24.31	0	2.08	232.06	54.73
31089	1	34.31	0	2.08	232.06	54.73
31089	1	44.31	0	2.08	232.06	54.73
31003	1	24.31	0	2.37	232.95	54.73
31003	1	34.31	0	2.37	232.95	54.73
31003	1	44.31	0	2.37	232.95	54.73
31037	1	24.31	0	2.09	234.90	54.73
31037	1	34.31	0	2.09	234.90	54.73
31157	1	24.31	0	2.16	244.55	54.73
31167	1	24.31	0	2.14	247.23	54.73
31139	1	24.31	0	2.33	251.47	54.73
31139	1	34.31	0	2.33	251.47	54.73
31025	1	24.31	0	1.90	252.12	54.73
31025	1	34.31	0	1.90	252.12	54.73
31053	1	24.31	0	2.36	253.24	54.73
31053	1	34.31	0	1.98	253.24	54.73
31127	1	24.31	0	1.99	253.61	54.73
31147	1	24.31	0	1.98	255.94	54.73
31153	1	24.31	0	2.06	259.97	54.73
31153	1	34.31	0	1.99	259.97	54.73
31153	1	44.31	0	1.99	259.97	54.73
20013	1	24.31	0	2.05	260.26	54.73
20013	1	34.31	0	2.05	260.26	54.73
31039	1	24.31	0	2.12	262.49	54.73
31039	1	34.31	0	2.13	262.49	54.73
31055	1	24.31	0	1.96	264.05	54.73
31055	1	34.31	0	1.96	264.05	54.73
31055	1	44.31	0	1.97	264.05	54.73
31107	1	24.31	0	2.16	264.11	54.73
31107	1	34.31	0	2.16	264.11	54.73
31177	1	24.31	0	1.99	269.64	54.73
31177	1	34.31	0	1.99	269.64	54.73
31177	1	44.31	0	1.99	269.64	54.73
31021	1	24.31	0	2.11	277.90	54.73
31021	1	34.31	0	2.11	277.90	54.73
31021	1	44.31	0	2.05	277.90	54.73
31165	1	24.31	0	2.31	278.37	54.73
31165	1	34.31	0	2.18	278.37	54.73
31165	1	44.31	0	2.18	278.37	54.73
31027	1	24.31	0	2.24	281.14	54.73
31027	1	34.31	0	2.24	281.14	54.73
20043	1	24.31	0	2.03	282.21	54.73
20043	1	34.31	0	2.03	282.21	54.73
31173	1	24.31	0	2.15	283.57	54.73
31173	1	34.31	0	1.99	283.57	54.73
31173	1	44.31	0	1.99	283.57	54.73
31051	1	24.31	0	1.90	288.15	54.73
31051	1	34.31	0	1.90	288.15	54.73
31051	1	44.31	0	1.90	288.15	54.73
31043	1	24.31	0	2.03	293.91	54.73
31043	1	34.31	0	2.03	293.91	54.73
31043	1	44.31	0	2.01	293.91	54.73
20179	2	33.88	0	1.07	0.00	55.30
20179	2	43.88	0	1.06	0.00	55.30
20063	2	33.88	0	0.93	30.04	55.30
20063	2	43.88	0	0.92	30.04	55.30
20193	2	43.88	0	0.81	34.04	55.30
31145	2	23.88	0	1.41	56.60	55.30
31145	2	33.88	0	1.37	56.60	55.30
31145	2	43.88	0	1.37	56.60	55.30
31065	2	23.88	0	1.47	64.61	55.30
31065	2	33.88	0	1.38	64.61	55.30
31065	2	43.88	0	1.40	64.61	55.30
20181	2	43.88	0	0.60	67.77	55.30
31063	2	23.88	0	1.74	81.59	55.30
31063	2	33.88	0	1.74	81.59	55.30
31063	2	43.88	0	1.74	81.59	55.30
31057	2	23.88	0	1.84	87.21	55.30
31057	2	33.88	0	1.29	87.21	55.30
31057	2	43.88	0	1.29	87.21	55.30
31085	2	23.88	0	1.71	88.14	55.30
31085	2	33.88	0	1.17	88.14	55.30
31085	2	43.88	0	1.17	88.14	55.30
20083	2	43.88	0	0.65	91.90	55.30
31029	2	23.88	0	1.81	105.15	55.30
31029	2	33.88	0	1.82	105.15	55.30
31029	2	43.88	0	1.82	105.15	55.30
20069	2	43.88	0	0.83	110.98	55.30
8125	2	33.88	0	1.63	114.22	55.30
8125	2	43.88	0	1.63	114.22	55.30
8063	2	43.88	0	1.02	114.62	55.30
31181	2	23.88	0	1.84	117.86	55.30
31181	2	33.88	0	1.85	117.86	55.30
31181	2	43.88	0	1.85	117.86	55.30
20047	2	33.88	0	1.23	117.91	55.30
20047	2	43.88	0	0.81	117.91	55.30
31135	2	23.88	0	1.47	121.80	55.30
31135	2	33.88	0	1.25	121.80	55.30
31135	2	43.88	0	1.26	121.80	55.30
20081	2	23.88	0	1.43	125.96	55.30
20081	2	33.88	0	1.43	125.96	55.30
20081	2	43.88	0	1.43	125.96	55.30
20185	2	33.88	0	0.98	128.76	55.30
20185	2	43.88	0	0.98	128.76	55.30
8095	2	33.88	0	1.45	132.56	55.30
8095	2	43.88	0	1.45	132.56	55.30
20067	2	43.88	0	0.66	132.63	55.30
20097	2	33.88	0	1.27	137.96	55.30
20097	2	43.88	0	0.91	137.96	55.30
20187	2	33.88	0	1.28	142.52	55.30
20187	2	43.88	0	1.28	142.52	55.30
20119	2	23.88	0	1.73	145.63	55.30
20119	2	33.88	0	1.71	145.63	55.30
20119	2	43.88	0	1.71	145.63	55.30
8115	2	43.88	0	0.91	146.08	55.30
20157	2	23.88	0	1.61	151.53	55.30
20157	2	33.88	0	1.16	151.53	55.30
20157	2	43.88	0	1.16	151.53	55.30
20175	2	23.88	0	1.34	151.54	55.30
20175	2	33.88	0	1.26	151.54	55.30
20175	2	43.88	0	1.26	151.54	55.30
20189	2	23.88	0	1.46	155.51	55.30
20189	2	33.88	0	1.46	155.51	55.30
20189	2	43.88	0	1.46	155.51	55.30
31169	2	43.88	0	1.87	161.16	55.30
20129	2	43.88	0	0.67	166.27	55.30
8075	2	33.88	0	1.29	169.64	55.30
8075	2	43.88	0	1.29	169.64	55.30
8011	2	33.88	0	1.69	170.69	55.30
8011	2	43.88	0	1.69	170.69	55.30
20027	2	43.88	0	0.83	173.44	55.30
20201	2	43.88	0	0.65	179.75	55.30
8087	2	33.88	0	1.20	189.19	55.30
8087	2	43.88	0	1.00	189.19	55.30
8025	2	33.88	0	1.44	191.07	55.30
8025	2	43.88	0	0.88	191.07	55.30
20061	2	43.88	0	0.82	196.16	55.30
31183	2	33.88	0	1.17	205.69	55.30
31183	2	43.88	0	1.18	205.69	55.30
31011	2	23.88	0	1.84	205.71	55.30
31011	2	33.88	0	1.84	205.71	55.30
31011	2	43.88	0	1.85	205.71	55.30
31067	2	23.88	0	1.81	208.74	55.30
31067	2	33.88	0	1.49	208.74	55.30
31067	2	43.88	0	1.49	208.74	55.30
20117	2	23.88	0	1.33	209.89	55.30
20117	2	33.88	0	1.33	209.89	55.30
20117	2	43.88	0	1.33	209.89	55.30
31109	2	23.88	0	1.84	222.17	55.30
31109	2	33.88	0	1.61	222.17	55.30
31109	2	43.88	0	1.62	222.17	55.30
31133	2	23.88	0	1.57	228.94	55.30
31133	2	33.88	0	1.57	228.94	55.30
31133	2	43.88	0	1.57	228.94	55.30
31097	2	23.88	0	1.75	232.64	55.30
31097	2	33.88	0	1.75	232.64	55.30
31097	2	43.88	0	0.87	232.64	55.30
31037	2	43.88	0	1.77	234.90	55.30
20131	2	23.88	0	1.65	237.06	55.30
20131	2	33.88	0	1.65	237.06	55.30
20131	2	43.88	0	0.92	237.06	55.30
31155	2	23.88	0	1.85	239.40	55.30
31155	2	33.88	0	1.85	239.40	55.30
31155	2	43.88	0	1.79	239.40	55.30
31161	2	33.88	0	1.06	241.33	55.30
31161	2	43.88	0	1.06	241.33	55.30
31013	2	43.88	0	0.83	242.64	55.30
31157	2	33.88	0	1.83	244.55	55.30
31157	2	43.88	0	1.82	244.55	55.30
31131	2	23.88	0	1.70	245.15	55.30
31131	2	33.88	0	1.70	245.15	55.30
31131	2	43.88	0	1.15	245.15	55.30
20085	2	33.88	0	1.25	246.31	55.30
20085	2	43.88	0	1.25	246.31	55.30
31167	2	33.88	0	1.49	247.23	55.30
31167	2	43.88	0	1.49	247.23	55.30
20177	2	43.88	0	0.80	249.25	55.30
31139	2	43.88	0	1.84	251.47	55.30
31025	2	43.88	0	1.80	252.12	55.30
31053	2	43.88	0	1.89	253.24	55.30
31127	2	33.88	0	1.69	253.61	55.30
31127	2	43.88	0	1.71	253.61	55.30
31147	2	33.88	0	1.45	255.94	55.30
31147	2	43.88	0	1.45	255.94	55.30
20013	2	43.88	0	1.85	260.26	55.30
31015	2	23.88	0	1.73	260.36	55.30
31015	2	33.88	0	1.73	260.36	55.30
31015	2	43.88	0	1.73	260.36	55.30
31039	2	43.88	0	1.70	262.49	55.30
31107	2	43.88	0	1.71	264.11	55.30
8013	2	33.88	0	1.59	267.72	55.30
8013	2	43.88	0	1.59	267.72	55.30
31027	2	43.88	0	1.83	281.14	55.30
8069	2	33.88	0	1.39	282.14	55.30
8069	2	43.88	0	1.39	282.14	55.30
20043	2	43.88	0	1.79	282.21	55.30
31083	2	23.88	82110	2.19	79.38	55.30
31083	2	33.88	82087	2.19	79.38	55.30
31083	2	43.88	82064	2.19	79.38	55.30
31073	2	23.88	74454	2.37	86.53	55.30
31073	2	33.88	74450	2.37	86.53	55.30
31073	2	43.88	76184	2.37	86.53	55.30
31061	2	23.88	89433	2.40	97.24	55.30
31061	2	33.88	92849	2.40	97.24	55.30
31061	2	43.88	100056	2.40	97.24	55.30
31137	2	23.88	119483	2.82	97.45	55.30
31137	2	33.88	159711	2.10	97.45	55.30
31137	2	43.88	184723	2.41	97.45	55.30
31047	2	23.88	224526	2.60	109.94	55.30
31047	2	33.88	223994	2.60	109.94	55.30
31047	2	43.88	247733	2.60	109.94	55.30
31099	2	23.88	161572	2.71	112.41	55.30
31099	2	33.88	170429	2.71	112.41	55.30
31099	2	43.88	197886	2.64	112.41	55.30
31019	2	23.88	178856	2.55	126.70	55.30
31019	2	33.88	178569	2.55	126.70	55.30
31019	2	43.88	202824	2.55	126.70	55.30
31001	2	23.88	205295	2.64	130.85	55.30
31001	2	33.88	205515	2.64	130.85	55.30
31001	2	43.88	225313	2.64	130.85	55.30
31129	2	23.88	85043	2.10	139.14	55.30
31129	2	33.88	85052	2.10	139.14	55.30
31129	2	43.88	85062	2.10	139.14	55.30
31101	2	23.88	85280	2.04	142.48	55.30
31101	2	33.88	85270	2.04	142.48	55.30
31101	2	43.88	85261	2.04	142.48	55.30
31041	2	23.88	174993	2.38	146.18	55.30
31041	2	33.88	174625	2.38	146.18	55.30
31041	2	43.88	208205	2.38	146.18	55.30
31079	2	23.88	192803	2.64	146.88	55.30
31079	2	33.88	203976	2.41	146.88	55.30
31079	2	43.88	223120	2.62	146.88	55.30
31035	2	23.88	181474	2.39	150.39	55.30
31035	2	33.88	181004	2.39	150.39	55.30
31035	2	43.88	185703	2.39	150.39	55.30
31163	2	23.88	60865	2.25	150.74	55.30
31163	2	33.88	60695	2.25	150.74	55.30
31163	2	43.88	60525	2.25	150.74	55.30
31169	2	23.88	89055	2.42	161.16	55.30
31169	2	33.88	88908	2.42	161.16	55.30
31093	2	23.88	105339	2.30	164.67	55.30
31093	2	33.88	105092	2.30	164.67	55.30
31093	2	43.88	110501	2.30	164.67	55.30
31081	2	23.88	239091	2.72	166.04	55.30
31081	2	33.88	239007	2.72	166.04	55.30
31081	2	43.88	239432	2.71	166.04	55.30
31059	2	23.88	208117	2.55	171.22	55.30
31059	2	33.88	207720	2.55	171.22	55.30
31059	2	43.88	235398	2.55	171.22	55.30
31175	2	23.88	59603	2.34	171.36	55.30
31175	2	33.88	59481	2.34	171.36	55.30
31175	2	43.88	69339	2.34	171.36	55.30
31121	2	23.88	114720	2.40	179.22	55.30
31121	2	33.88	114407	2.40	179.22	55.30
31121	2	43.88	124036	2.40	179.22	55.30
31077	2	23.88	75893	2.24	183.64	55.30
31077	2	33.88	75782	2.24	183.64	55.30
31077	2	43.88	75672	2.24	183.64	55.30
31185	2	23.88	203785	2.70	183.84	55.30
31185	2	33.88	203330	2.70	183.84	55.30
31185	2	43.88	246294	2.61	183.84	55.30
31095	2	23.88	85375	1.90	183.86	55.30
31095	2	33.88	90957	1.92	183.86	55.30
31095	2	43.88	91097	1.92	183.86	55.30
31125	2	23.88	80317	2.20	192.25	55.30
31125	2	33.88	80122	2.20	192.25	55.30
31125	2	43.88	80935	2.15	192.25	55.30
31151	2	23.88	95525	1.99	193.03	55.30
31151	2	33.88	95896	1.99	193.03	55.30
31151	2	43.88	95905	1.99	193.03	55.30
31143	2	23.88	130251	2.40	198.16	55.30
31143	2	33.88	129964	2.40	198.16	55.30
31143	2	43.88	134318	2.40	198.16	55.30
31159	2	23.88	133959	2.25	204.10	55.30
31159	2	33.88	136237	2.19	204.10	55.30
31159	2	43.88	136051	2.19	204.10	55.30
31183	2	23.88	4226	2.30	205.69	55.30
31017	2	23.88	37941	2.48	209.03	55.30
31017	2	33.88	38786	2.48	209.03	55.30
31017	2	43.88	45567	2.48	209.03	55.30
31123	2	23.88	49252	1.91	212.93	55.30
31123	2	33.88	49153	1.91	212.93	55.30
31123	2	43.88	49054	1.91	212.93	55.30
31149	2	23.88	14353	2.40	217.95	55.30
31149	2	33.88	14384	2.40	217.95	55.30
31149	2	43.88	14415	2.40	217.95	55.30
31023	2	23.88	100886	2.35	218.07	55.30
31023	2	33.88	132254	1.97	218.07	55.30
31023	2	43.88	132294	1.98	218.07	55.30
31141	2	23.88	150461	2.48	218.50	55.30
31141	2	33.88	184675	2.08	218.50	55.30
31141	2	43.88	190799	2.03	218.50	55.30
8123	2	33.88	110336	1.97	224.94	55.30
8123	2	43.88	110370	1.97	224.94	55.30
8101	2	33.88	6867	2.64	229.55	55.30
8101	2	43.88	6858	2.64	229.55	55.30
31119	2	23.88	115316	2.08	232.04	55.30
31119	2	33.88	115477	2.08	232.04	55.30
31119	2	43.88	115633	2.08	232.04	55.30
31089	2	23.88	131443	2.08	232.06	55.30
31089	2	33.88	131516	2.08	232.06	55.30
31089	2	43.88	131590	2.08	232.06	55.30
31003	2	23.88	191782	2.37	232.95	55.30
31003	2	33.88	191883	2.37	232.95	55.30
31003	2	43.88	191981	2.37	232.95	55.30
31037	2	23.88	80446	2.09	234.90	55.30
31037	2	33.88	80502	2.09	234.90	55.30
31157	2	23.88	55359	2.16	244.55	55.30
31167	2	23.88	22489	2.14	247.23	55.30
31139	2	23.88	105255	2.33	251.47	55.30
31139	2	33.88	105302	2.33	251.47	55.30
31025	2	23.88	83230	1.90	252.12	55.30
31025	2	33.88	83230	1.90	252.12	55.30
31053	2	23.88	106100	2.36	253.24	55.30
31053	2	33.88	130066	1.98	253.24	55.30
31127	2	23.88	42993	1.99	253.61	55.30
31147	2	23.88	38230	1.98	255.94	55.30
31153	2	23.88	28558	2.06	259.97	55.30
31153	2	33.88	35507	1.99	259.97	55.30
31153	2	43.88	35576	1.99	259.97	55.30
20013	2	23.88	87123	2.05	260.26	55.30
20013	2	33.88	87123	2.05	260.26	55.30
31039	2	23.88	108675	2.12	262.49	55.30
31039	2	33.88	108633	2.13	262.49	55.30
31055	2	23.88	24624	1.96	264.05	55.30
31055	2	33.88	24650	1.96	264.05	55.30
31055	2	43.88	24677	1.97	264.05	55.30
31107	2	23.88	100417	2.16	264.11	55.30
31107	2	33.88	100251	2.16	264.11	55.30
31177	2	23.88	62232	1.99	269.64	55.30
31177	2	33.88	62298	1.99	269.64	55.30
31177	2	43.88	62364	1.99	269.64	55.30
31021	2	23.88	120479	2.11	277.90	55.30
31021	2	33.88	120455	2.11	277.90	55.30
31021	2	43.88	129222	2.05	277.90	55.30
31165	2	23.88	13602	2.31	278.37	55.30
31165	2	33.88	14306	2.18	278.37	55.30
31165	2	43.88	14314	2.18	278.37	55.30
31027	2	23.88	141804	2.24	281.14	55.30
31027	2	33.88	141811	2.24	281.14	55.30
20043	2	23.88	65130	2.03	282.21	55.30
20043	2	33.88	65130	2.03	282.21	55.30
31173	2	23.88	74376	2.15	283.57	55.30
31173	2	33.88	83130	1.99	283.57	55.30
31173	2	43.88	83300	1.99	283.57	55.30
31051	2	23.88	92957	1.90	288.15	55.30
31051	2	33.88	93122	1.90	288.15	55.30
31051	2	43.88	93292	1.90	288.15	55.30
31043	2	23.88	61159	2.03	293.91	55.30
31043	2	33.88	61217	2.03	293.91	55.30
31043	2	43.88	61863	2.01	293.91	55.30
20065	3	37.06	15417	1.94	29.69	45.37
20065	3	37.06	15480	1.94	29.69	45.37
20039	3	37.06	17940	1.89	29.94	45.37
20039	3	37.06	17940	1.89	29.94	45.37
20063	3	37.06	18287	1.85	30.04	45.37
20137	3	37.06	10232	1.95	41.49	45.37
20137	3	37.06	17666	1.95	41.49	45.37
20195	3	37.06	14802	1.93	42.56	45.37
20153	3	37.06	18580	1.82	45.18	45.37
20153	3	37.06	19774	1.82	45.18	45.37
20109	3	37.06	9592	1.66	48.52	45.37
20163	3	37.06	18475	2.08	59.19	45.37
20163	3	37.06	18475	2.08	59.19	45.37
20147	3	37.06	19074	2.07	65.52	45.37
20135	3	37.06	16673	1.91	66.42	45.37
20165	3	37.06	13330	2.09	82.85	45.37
20083	3	37.06	11902	1.94	91.90	45.37
